  0.20833333E-01   0.000000E+00
  0.41666667E-01   0.000000E+00
  0.62500000E-01   0.100000E+06
  0.83333333E-01   0.100000E+06
  0.10416667E+00   0.100000E+06
  0.12500000E+00   0.100000E+06
  0.14583333E+00   0.100000E+06
  0.16666667E+00   0.100000E+06
  0.18750000E+00   0.100000E+06
  0.20833333E+00   0.100000E+06
  0.22916667E+00   0.100000E+06
  0.25000000E+00   0.100000E+06
  0.27083333E+00   0.100000E+06
  0.29166667E+00   0.100000E+06
  0.31250000E+00   0.100000E+06
  0.33333333E+00   0.100000E+06
  0.35416667E+00   0.100000E+06
  0.37500000E+00   0.100000E+06
  0.39583333E+00   0.100000E+06
  0.41666667E+00   0.100000E+06
  0.43750000E+00   0.100000E+06
  0.45833333E+00   0.100000E+06
  0.47916667E+00   0.100000E+06
  0.50000000E+00   0.100000E+06
  0.52083333E+00   0.100000E+06
  0.54166667E+00   0.100000E+06
  0.56250000E+00   0.100000E+06
  0.58333333E+00   0.100000E+06
  0.60416667E+00   0.100001E+06
  0.62500000E+00   0.100001E+06
  0.64583333E+00   0.100001E+06
  0.66666667E+00   0.100001E+06
  0.68750000E+00   0.100001E+06
  0.70833333E+00   0.100001E+06
  0.72916667E+00   0.100001E+06
  0.75000000E+00   0.100001E+06
  0.77083333E+00   0.100001E+06
  0.79166667E+00   0.100001E+06
  0.81250000E+00   0.100001E+06
  0.83333333E+00   0.100001E+06
  0.85416667E+00   0.100001E+06
  0.87500000E+00   0.100001E+06
  0.89583333E+00   0.100001E+06
  0.91666667E+00   0.100001E+06
  0.93750000E+00   0.100001E+06
  0.95833333E+00   0.100001E+06
  0.97916667E+00   0.100001E+06
  0.10000000E+01   0.100001E+06
  0.10208333E+01   0.100001E+06
  0.10416667E+01   0.100001E+06
  0.10625000E+01   0.100001E+06
  0.10833333E+01   0.100001E+06
  0.11041667E+01   0.100001E+06
  0.11250000E+01   0.100001E+06
  0.11458333E+01   0.100001E+06
  0.11666667E+01   0.100001E+06
  0.11875000E+01   0.100001E+06
  0.12083333E+01   0.100001E+06
  0.12291667E+01   0.100001E+06
  0.12500000E+01   0.100001E+06
  0.12708333E+01   0.100001E+06
  0.12916667E+01   0.100001E+06
  0.13125000E+01   0.100001E+06
  0.13333333E+01   0.100001E+06
  0.13541667E+01   0.100001E+06
  0.13750000E+01   0.100001E+06
  0.13958333E+01   0.100001E+06
  0.14166667E+01   0.100001E+06
  0.14375000E+01   0.100001E+06
  0.14583333E+01   0.100001E+06
  0.14791667E+01   0.100001E+06
  0.15000000E+01   0.100001E+06
  0.15208333E+01   0.100001E+06
  0.15416667E+01   0.100001E+06
  0.15625000E+01   0.100001E+06
  0.15833333E+01   0.100001E+06
  0.16041667E+01   0.100001E+06
  0.16250000E+01   0.100001E+06
  0.16458333E+01   0.100001E+06
  0.16666667E+01   0.100001E+06
  0.16875000E+01   0.100001E+06
  0.17083333E+01   0.100001E+06
  0.17291667E+01   0.100001E+06
  0.17500000E+01   0.100001E+06
  0.17708333E+01   0.100001E+06
  0.17916667E+01   0.100001E+06
  0.18125000E+01   0.100001E+06
  0.18333333E+01   0.100001E+06
  0.18541667E+01   0.100002E+06
  0.18750000E+01   0.100002E+06
  0.18958333E+01   0.100002E+06
  0.19166667E+01   0.100002E+06
  0.19375000E+01   0.100002E+06
  0.19583333E+01   0.100002E+06
  0.19791667E+01   0.100002E+06
  0.20000000E+01   0.100002E+06
  0.20208333E+01   0.100002E+06
  0.20416667E+01   0.100002E+06
  0.20625000E+01   0.100002E+06
  0.20833333E+01   0.100002E+06
  0.21041667E+01   0.100002E+06
  0.21250000E+01   0.100002E+06
  0.21458333E+01   0.100002E+06
  0.21666667E+01   0.100002E+06
  0.21875000E+01   0.100002E+06
  0.22083333E+01   0.100002E+06
  0.22291667E+01   0.100002E+06
  0.22500000E+01   0.100002E+06
  0.22708333E+01   0.100002E+06
  0.22916667E+01   0.100002E+06
  0.23125000E+01   0.100002E+06
  0.23333333E+01   0.100002E+06
  0.23541667E+01   0.100002E+06
  0.23750000E+01   0.100002E+06
  0.23958333E+01   0.100002E+06
  0.24166667E+01   0.100002E+06
  0.24375000E+01   0.100002E+06
  0.24583333E+01   0.100002E+06
  0.24791667E+01   0.100002E+06
  0.25000000E+01   0.100002E+06
  0.25208333E+01   0.100002E+06
  0.25416667E+01   0.100002E+06
  0.25625000E+01   0.100002E+06
  0.25833333E+01   0.100002E+06
  0.26041667E+01   0.100002E+06
  0.26250000E+01   0.100002E+06
  0.26458333E+01   0.100002E+06
  0.26666667E+01   0.100002E+06
  0.26875000E+01   0.100002E+06
  0.27083333E+01   0.100002E+06
  0.27291667E+01   0.100002E+06
  0.27500000E+01   0.100002E+06
  0.27708333E+01   0.100002E+06
  0.27916667E+01   0.100002E+06
  0.28125000E+01   0.100002E+06
  0.28333333E+01   0.100002E+06
  0.28541667E+01   0.100002E+06
  0.28750000E+01   0.100002E+06
  0.28958333E+01   0.100003E+06
  0.29166667E+01   0.100003E+06
  0.29375000E+01   0.100003E+06
  0.29583333E+01   0.100003E+06
  0.29791667E+01   0.100003E+06
  0.30000000E+01   0.100003E+06
  0.30208333E+01   0.100003E+06
  0.30416667E+01   0.100003E+06
  0.30625000E+01   0.100003E+06
  0.30833333E+01   0.100003E+06
  0.31041667E+01   0.100003E+06
  0.31250000E+01   0.100003E+06
  0.31458333E+01   0.100003E+06
  0.31666667E+01   0.100003E+06
  0.31875000E+01   0.100003E+06
  0.32083333E+01   0.100003E+06
  0.32291667E+01   0.100003E+06
  0.32500000E+01   0.100003E+06
  0.32708333E+01   0.100003E+06
  0.32916667E+01   0.100003E+06
  0.33125000E+01   0.100003E+06
  0.33333333E+01   0.100003E+06
  0.33541667E+01   0.100003E+06
  0.33750000E+01   0.100003E+06
  0.33958333E+01   0.100003E+06
  0.34166667E+01   0.100003E+06
  0.34375000E+01   0.100003E+06
  0.34583333E+01   0.100003E+06
  0.34791667E+01   0.100003E+06
  0.35000000E+01   0.100003E+06
  0.35208333E+01   0.100003E+06
  0.35416667E+01   0.100003E+06
  0.35625000E+01   0.100003E+06
  0.35833333E+01   0.100003E+06
  0.36041667E+01   0.100003E+06
  0.36250000E+01   0.100003E+06
  0.36458333E+01   0.100003E+06
  0.36666667E+01   0.100003E+06
  0.36875000E+01   0.100003E+06
  0.37083333E+01   0.100003E+06
  0.37291667E+01   0.100003E+06
  0.37500000E+01   0.100003E+06
  0.37708333E+01   0.100003E+06
  0.37916667E+01   0.100003E+06
  0.38125000E+01   0.100003E+06
  0.38333333E+01   0.100003E+06
  0.38541667E+01   0.100003E+06
  0.38750000E+01   0.100003E+06
